,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,target
35,85.93925224606602,4,197804.6109468197,15,9.0,2,14,0,4,1,-2.369307049796023,-0.08403530389102105,39.959454104257354,39,1
36,58.358910556307876,4,132440.20219564738,11,9.0,2,3,0,4,1,11.789424242901529,0.6339959208299936,60.04154245854227,39,1
37,23.7697881321756,7,41199.163735843795,15,10.0,4,5,3,4,1,19.04895228771111,-0.7305758209239724,53.26063936470687,39,1
38,29.079984387696385,1,24900.18564649018,15,10.0,4,1,3,4,0,45.35780647014649,-0.5288770891058568,13.170192305675307,39,1
39,56.908567162099125,4,123604.12985006103,15,10.0,2,12,3,1,0,2.208323381128806,0.310970128058559,40.058371928005876,39,1
40,37.0968237158987,5,147369.97690202147,9,13.0,2,4,0,4,1,-3.3171385778467566,-0.13778499579871578,49.49416386858549,39,0
41,23.83384723134349,4,324287.7569508445,9,13.0,4,14,3,4,1,1.4345430076415642,-0.5226685356174774,50.54065424026552,39,1
42,36.06713613938613,6,377172.7175637021,15,9.0,4,4,0,4,1,-5.848771793102728,-0.6347527387973383,49.79212213342165,39,1
43,17.010882407273865,4,385239.94030273036,11,9.0,4,14,2,4,1,-2.68776944803875,-0.5087924587260847,29.859914173957232,4,1
44,50.887106698362636,4,173100.85774124786,11,11.0,0,8,1,4,1,2.594142618102014,-0.0007946269282824499,51.10046496236853,39,1
45,21.44407623570928,7,123789.80728055158,15,10.0,4,12,3,4,1,4.823803011196362,-0.6949807142110579,13.170907297390231,39,1
46,62.94953808281169,0,287268.51923801214,5,4.0,2,0,0,4,1,-0.02520408559241013,0.09091504573036545,40.02929122579566,39,1
47,20.468273751314136,4,111039.64955783231,15,10.0,4,11,3,4,1,-5.126147672921177,-0.7270586297782157,52.25844796493369,0,1
48,38.32871333412819,4,168811.61047779943,11,9.0,2,4,0,4,1,7262.94310801939,-1.0953184704553618,39.976852972432155,39,0
49,37.93667677294527,4,61920.280366887746,11,9.0,0,5,1,4,1,2.6561110211393584,-0.19751399381883203,39.95994415526705,39,1
50,26.531611442830442,4,232033.5461589774,15,10.0,4,8,1,4,0,2.0265632449733646,-0.3806234468635124,30.126276439984874,39,1
51,49.69579899540547,4,176822.9954193042,15,10.0,0,8,4,4,1,20.640263487969015,-0.6329621615103445,50.072841268457,39,1
52,23.545030806819373,4,121900.29012407716,11,12.0,4,5,3,4,1,4.825655522204798,-0.08119793776136244,71.42724672721565,39,1
53,33.640295368279105,4,335718.40244118596,11,10.0,0,4,1,4,1,-4.091222928655829,-1.7280288682916254,39.97658564673639,39,1
54,44.5695812741269,4,99099.23561995663,15,10.0,0,8,1,4,0,-18.671552199182745,0.5656108141512192,21.176339756619058,39,1
55,40.27789917914017,4,202019.0863831209,11,9.0,2,4,0,4,1,-15.42377467351399,-0.8675501704585287,50.975578847249416,39,0
56,32.8173288990138,4,263966.7038378436,9,12.0,3,14,1,4,1,7.531413366472907,-0.9500846937366921,43.43266234273657,39,1
57,42.55158083144175,4,54333.81175477029,11,9.0,4,5,4,4,1,14.557107519590806,-0.5804749000653343,59.97668764876415,39,1
58,33.58389086313681,4,172818.25265672905,11,9.0,2,7,0,4,1,-3.538308604550504,-0.7771380640059223,44.26345031796518,39,0
59,32.28026559766944,4,192932.70909375104,11,9.0,0,4,1,4,1,4.910425407388071,-0.1862862335346342,49.06016235822779,39,1
60,33.64477075376868,6,196044.663728066,12,14.0,0,10,1,4,1,5.676998918890891,-0.4386790009805679,53.87305269335,39,0
61,42.72213049252392,4,175888.0579695183,15,10.0,0,12,4,4,0,-4.406309215770926,-0.11869644060407421,44.60421134330347,39,1
62,36.96253147454011,4,166697.2484616131,9,13.0,2,10,0,4,1,6.62915244212654,1903.2210695378762,53.981584623324885,39,0
63,29.363385453316734,4,28144.376151863642,11,9.0,4,12,1,4,0,9.361096367691157,-0.23806901442570536,13.224207268583076,39,1
64,24.019807381033832,4,140097.00475788934,9,13.0,4,12,2,4,0,-1.8743775934581832,-0.32943168691014174,23.878849650866755,39,1
65,38.47539105227684,6,329265.925222701,6,8.0,2,12,0,4,1,-0.15973168967530585,2125.0586093984034,51.45579562429726,39,1
66,40.751810162593614,4,235536.0930367957,11,9.0,4,4,1,4,1,8.400903095219297,0.22820659235469715,70.53311877692029,39,1
67,65.58362636069043,1,102800.29297254422,15,10.0,4,4,1,4,1,0.08093013677321106,-0.33128528782432826,60.31716281490277,39,0
68,38.57218893188397,6,276258.3645926991,8,5.0,0,6,1,4,1,15.142422484044276,0.7754194593519288,39.98309398211845,39,1
69,52.00857876003987,4,142417.42433150715,8,11.0,0,4,1,4,1,0.25072942181012836,-0.00034973081260002386,72.53203599763474,39,1
70,59.33851023358495,4,281382.057218804,8,11.0,2,4,0,4,1,12.593484046752028,0.6392565852955606,40.02744339778073,39,0
71,36.1443343524915,6,246758.21515553712,11,9.0,2,5,0,4,1,6.35655003612057,0.8587703564652064,59.810314187972246,39,1
72,54.727356475374066,4,154144.6661709787,1,7.0,5,8,4,4,0,-6.71616975469383,0.24969387578386423,30.117921573742343,39,1
73,25.08508772921009,4,44370.64182804672,11,9.0,4,6,1,4,0,13.983492233768505,-0.7481555682701404,52.060882740271474,39,1
74,33.68099081318026,5,82996.42486146689,11,9.0,2,4,5,4,0,-1.637855385748386,0.004245981700267735,51.24605915930717,39,0
75,50.945426999845594,2,317674.3039720197,11,9.0,4,3,4,4,0,26.078919629881973,-0.8615997489886198,35.88784577056929,39,1
76,18.820643396169526,4,145237.75855001496,15,10.0,4,8,3,4,0,16.28074063159331,-0.7619145402564194,15.908589735159147,39,1
77,68.48900869704045,0,59499.8849663352,11,9.0,6,0,1,4,0,-2.900076387280316,-0.26663731421305015,22.70173372798924,39,1
78,22.520892028277476,5,270484.4062742434,9,13.0,4,12,3,4,1,9.777488004444693,1558.0968806864362,14.44389386587883,39,1
79,21.41266221814469,4,254913.45956885404,1,2.0,4,12,4,4,0,5.303442089945243,-0.9602852372468145,40.03977708373911,39,1
80,21.88622173445002,4,197802.05856892577,7,7.0,4,1,4,4,1,14.578579034641045,-0.6456999969504764,30.091817598209868,39,1
81,25.19091371661803,4,377547.20844472235,2,8.0,4,6,1,4,0,3.1175480651773446,-0.435999371911512,35.89046697477059,39,1
82,18.55593913717995,4,212190.99141801876,9,13.0,4,4,3,4,1,10.444382418455797,-0.5590565496183724,51.8366135568861,39,1
83,18.81419697414149,4,205609.304421623,7,12.0,4,1,1,4,0,23.48450660964496,1600.6533006199415,40.00450701316614,39,1
84,46.87583854372083,4,250064.11739455507,11,9.0,2,4,0,4,1,-1.8523498476541227,0.3346355427876673,51.18262608099703,39,1
85,39.401775546866354,4,206637.1717383076,9,7.0,2,8,0,4,1,18.52392775025842,-0.6763002604975153,69.9745105868792,26,1
86,23.62397407432797,4,93635.19095737475,15,10.0,4,12,3,4,1,9.562425906004298,-1.3671742041337605,30.132458022974124,39,1
87,48.36505770051908,4,235636.9622704106,11,9.0,2,14,0,4,1,14.488036232850154,0.5003390689600029,49.25992974727343,39,0
88,38.64896039975383,1,206569.24827645085,11,9.0,0,1,1,4,1,0.46765165721707685,-0.5746405013054042,60.18789331225032,39,1
89,23.396258170483737,4,230712.9809445287,9,10.0,4,13,3,4,1,10.128577036646561,0.07481812642973093,19.787857002230737,39,1
90,20.831926696648882,5,229238.18919352492,15,10.0,4,12,3,4,1,-5.516645534668483,-0.19276114942027245,45.010951719091594,39,1
91,28.343112138284795,4,94816.56606722447,11,10.0,6,8,5,4,0,20.34941289362737,-0.5053906637562815,25.332380932966714,8,1
92,34.72260365590073,4,99606.8001953724,15,10.0,2,3,1,4,1,-2.175415937343358,-0.9948735607385278,49.825027207340334,39,1
93,23.166391420857806,4,218215.21220272421,9,13.0,4,10,4,4,0,14.809891453015693,-0.19184098452808468,39.97079641143002,39,1
94,42.859348938673776,4,201874.98288562376,9,13.0,2,4,0,4,1,-8.455437804966847,0.5812319022186665,39.9549041823878,39,0
95,19.48494808686491,4,44003.64908394123,15,10.0,4,6,3,4,0,-3.609146461067241,-0.9776157379661452,22.09564452148808,39,1
96,41.093730139804535,4,158339.64706136135,11,9.0,2,3,0,4,1,2.9192079024462587,-0.3285656744929233,50.678042530912364,39,1
97,22.033395468801565,4,171627.69325256394,11,9.0,4,1,1,4,0,4.668618079139458,0.5791686687153403,24.58457286221854,39,1
98,25.161412716033617,4,183205.6245453807,11,9.0,4,14,1,4,1,-2.6600746206632073,0.11497183775391712,60.59515394559955,39,1
99,50.99262718345644,4,29940.700901228774,8,11.0,0,13,4,4,1,2.506579377616646,-0.062224031173666726,40.07744991574281,39,1
100,28.749387431032012,4,283172.5445110768,15,10.0,4,1,1,4,0,-5.850450830142161,-0.0997075470377024,51.54700115663237,39,1
101,22.45122821504958,4,336011.2817807077,15,10.0,4,14,1,4,1,17.037072282406307,-0.2699706745799866,12.401003289468973,39,1
102,22.384000366763782,4,269087.4508068956,11,9.0,4,1,3,4,1,17.437468239914036,-0.4836619511361851,52.21142752126871,39,1
103,39.12122423027798,4,235402.61408979163,12,16.0,5,10,1,4,1,14.220430089352044,0.5411719431677376,40.10717888882344,39,0
104,39.34580688875031,4,355721.13973838824,15,10.0,2,13,0,4,1,-13.683279042922095,-0.13166222051417942,50.721608487147506,39,0
105,47.36383508442821,4,235424.70648456723,7,12.0,0,4,1,4,1,4.404064175643363,0.40325807738325414,40.00456471541501,39,1
106,42.578647982940865,4,178034.3865563734,9,13.0,2,10,0,4,1,3.4152039319176777,-0.590169944532225,44.900892805451285,39,0
107,37.17669341912446,4,190731.52727745802,11,9.0,4,5,1,4,1,-3.4280595312318756,-0.7048834831861926,30.178823556368105,39,1
108,45.01170551446135,4,76614.24075376177,9,13.0,0,12,1,4,1,18.363364064159555,-0.084815431308824,59.99477632451746,39,1
109,27.71928798105543,4,45164.565051749,15,10.0,4,13,1,4,1,-12.859199175945493,-0.005486822566193058,51.672433342310285,39,1
110,34.64415637804513,5,198156.65117646795,9,13.0,2,4,0,4,1,-7.034377246997395,-1.1022618344402741,48.31085645591659,39,1
111,55.57432471244629,0,198607.07332346492,0,6.0,2,0,0,4,1,13.17889131845506,0.7711387510597475,40.03763976813514,39,1
112,36.45867415080912,6,232371.65704243782,11,9.0,4,12,0,4,1,-13.570057304816592,-0.6537167276361999,59.73117085008749,39,1
113,38.795373906939275,4,31741.746143620636,15,10.0,4,12,4,4,0,-2.349374519406572,-0.9160092168235994,40.10054248124561,39,1
114,31.00819760199575,4,191896.77639375182,11,9.0,2,0,0,4,1,7.964993249696467,-0.5163571166336528,39.944744449897144,39,1
115,23.522344653825417,6,235366.98232163608,11,12.0,4,1,3,4,1,15.975275783740672,-0.10841668325796604,59.727363511574474,39,1
116,24.15036479011422,6,426421.192302967,11,9.0,4,5,1,4,1,1.861332207255879,-0.1266828128683844,45.31795156520333,39,1
117,21.20256571057396,4,96001.00001373579,15,10.0,4,4,3,4,0,-8.728460898610185,-0.7007988800439658,23.278323247555115,39,1
118,47.94748767373166,4,469485.84187030396,11,9.0,2,3,1,4,1,2.3726354577367945,0.14161516158611204,59.46943487342612,33,1
119,37.480946073322855,4,243556.43832395144,11,9.0,2,3,0,4,1,1819.3718840810552,-0.7326003801906389,52.06126432462407,39,0
120,41.68656193063704,4,229500.55624322416,9,13.0,2,13,5,4,0,1.6494804382449082,-0.8659976761011922,50.93772496270833,39,1
121,41.53274726950715,6,207883.48858686577,9,13.0,2,4,0,4,1,7.880836093669765,-0.9086660671728344,51.50262032494326,39,1
122,24.79093626763507,4,212033.6812084367,15,10.0,4,14,1,4,1,9.61178906446219,-0.6060236475960169,49.77528919440051,39,1
123,23.68877691471405,4,146960.49867009107,15,10.0,4,11,1,1,1,-10.253831301091008,-0.8861351631696537,12.174918628834536,39,1
124,32.94184480713432,5,354483.0006724812,11,9.0,4,4,0,4,1,-19.392573674531395,0.06045967885626077,50.43302855003642,39,1
125,61.86683719703692,0,198517.1941785131,5,4.0,2,0,0,4,1,6.834974266584995,-0.2480113120020799,20.180086206578736,39,1
126,37.6812565760473,4,271255.912229424,7,12.0,2,3,0,4,1,-1.3764107511584882,-0.7035961266368834,51.3658177531616,39,0
127,18.498172544177507,0,209568.2551998275,0,6.0,4,0,3,4,0,13.59060605456416,-1.1207280704747637,22.82572492270568,39,1
128,41.00556754280883,4,43036.51042853335,11,9.0,2,7,0,4,1,3.180501078876675,-1.0782618220627755,59.87730721106476,39,0
129,20.57456548187384,4,79194.51254593497,15,10.0,4,8,3,4,0,-4.576395402614758,-0.7527091036515701,10.98742014048596,39,1
130,49.327641427098115,6,287651.47360262834,15,10.0,2,4,0,4,1,2.111462439881238,-0.9911624288330863,70.81445877489237,39,0
131,40.813838701229265,4,209327.5992604551,11,9.0,0,4,1,4,1,-8.577566662153577,0.03129473178447022,51.824447636866786,39,1
132,42.888705300049345,4,196251.09710250137,15,10.0,4,8,3,4,0,-12.420670775343156,-0.6038660352854079,39.98756625046657,39,1
133,27.13594965326069,7,29182.117313949333,15,10.0,4,5,3,4,1,2.4228641292846818,0.4397381349282462,39.989489683239434,39,1
134,65.83327778032309,4,160238.552539604,15,10.0,0,4,1,4,1,16.591278134160344,-0.8985473717894865,50.458878719312644,39,1
135,39.22991388089474,4,104049.24177403553,11,9.0,4,1,1,4,0,14.510250449908359,-0.6187293019702981,39.97474235929049,39,1
136,38.529199915647645,4,38260.80409606723,2,7.0,2,4,0,4,1,1.3358238524951422,0.11908796694915,49.69154724214551,39,1
137,39.37579863667329,4,208848.62758924288,9,13.0,0,1,1,4,1,14.396035613117919,-0.38838956393907037,40.04048877815895,39,1
138,55.29727301761557,0,137023.3164080061,0,6.0,4,0,1,4,0,9.0849141380068,-1.4754204877044914,24.1913461950789,39,1
139,49.78994029416452,4,111354.53502966923,14,15.0,2,4,0,4,1,-12.069724978528537,-0.5259227533454763,59.7540598904175,39,0
140,52.11025603733352,4,100119.70705521324,11,9.0,2,12,5,4,0,6.127532566950531,0.326080163713004,11.270601528977448,39,1
141,41.9752413524015,4,191043.94499212096,9,13.0,0,5,4,4,0,33.64799313957653,0.9754561103158991,59.58228846392283,39,1
142,24.0179354824699,4,48561.0481818853,15,10.0,4,8,1,4,1,8.587500078201604,0.05845802012019365,35.76109013739286,39,1
143,32.252744565759905,4,42064.673289979044,9,13.0,4,4,3,4,1,8.850089269635916,-0.9365348132419853,51.77362952739677,39,0
144,27.966841740676383,4,381299.1740943845,15,10.0,4,7,3,4,1,10.54597026010798,-0.326057146170444,49.00635807779399,39,1
145,65.87996689484632,6,128791.00740821866,15,12.0,4,5,1,4,0,-6.239859041943497,-0.5125938115311859,40.003184506040554,39,1
146,31.818698233616026,4,38020.88226438097,11,9.0,2,3,0,4,0,7.429704039992278,-0.28125124883464486,49.715277961210404,39,1
147,35.85836973253458,4,221058.47078480394,11,9.0,2,5,0,4,1,18.72313740484026,-0.8859380897398417,40.00965166819129,39,1
148,28.74488506359555,4,174909.05096795983,15,10.0,4,4,3,4,0,18.581173099026547,-0.5817545673334225,30.35097468974031,39,1
149,48.30743438181254,4,413245.50318005256,2,9.0,0,8,4,4,0,10.92744004844705,-0.11122376216325976,40.01769942965311,5,1
150,42.146186773304265,4,197110.14055899708,7,12.0,2,10,0,4,1,-9.80784723333158,-0.82953265537281,51.00300821526565,39,0
151,40.691463266114404,5,181500.89692790684,11,9.0,2,12,0,4,1,-12.57595172815966,-1.1728164006185016,49.4667562990557,39,1
152,34.84386283472548,6,156863.2551861855,6,1.0,4,5,0,4,1,-0.9518942196885433,0.2715058035140633,50.73620344206894,39,1
153,23.072731960205875,4,228428.2226250064,15,10.0,4,4,4,4,0,2.3058835232667283,-1.6730055110270177,20.93311747850724,39,1
154,48.986305509484,4,174885.6026314366,15,9.0,1,12,1,4,0,6.283709006188067,-0.6588480413043384,40.04087475345185,39,1
155,39.13676415802941,5,152897.45877727322,9,13.0,2,4,0,4,1,20.578222406235177,-0.004187534726526313,50.92361107082552,39,0
156,58.68056527021918,5,173053.6768098991,11,9.0,2,5,0,4,1,19.532848109968494,-0.16840350002954,44.57216033962449,39,1
157,41.04919588834746,4,258931.84238610664,11,9.0,2,14,0,4,1,-21.672038603276942,-0.7776034648715273,50.892022847167794,39,0
158,40.94668602376291,5,186846.64257811222,9,13.0,2,12,0,4,1,0.821466306319154,-0.5262390960706717,50.26586653343075,39,1
159,20.317068977314715,6,169444.87256014423,9,13.0,4,1,3,4,0,19.5604447945787,-0.6005197740133119,22.857764010065843,39,1
160,58.290318573121844,4,174537.4236151675,15,10.0,4,8,4,4,1,-13.046106502266841,-0.46410491936345005,40.07509420488778,39,1
161,23.33183713482956,4,106275.812504959,15,10.0,4,13,4,4,0,3.7669762499668726,0.058044105400097454,23.751819824097524,39,1
162,18.768922175320196,4,67528.38517661944,15,10.0,4,12,3,4,0,-11.502982869288509,-0.5907371856557792,22.7631894637574,39,1
163,47.01981446238965,4,285368.0652341006,15,9.0,2,5,0,4,1,6.159746736044535,0.16189650941045436,45.24149852011197,39,1
164,40.41458729286694,5,180969.18463733784,11,14.0,2,4,0,4,1,6.060286735645168,0.15128168451543686,48.66371808826256,39,0
165,26.12407571978332,4,381018.3813952443,15,10.0,4,8,1,4,1,-2.8969283917694173,1.0418815894360953,20.41251232283017,39,1
166,55.46140494134115,4,136796.36357958525,15,10.0,2,1,1,4,1,4.576840800511046,-0.9192442398273651,22.394685600561555,39,1
167,42.43686892901315,4,191002.10222949658,11,13.0,2,4,0,4,1,-9.990980572449605,-0.2532217113515172,49.90455547521843,39,0
168,17.924100342229874,7,386204.56162108586,15,10.0,4,8,3,2,1,4.926338328410133,-0.17246671557844476,8.350728416825623,39,1
169,28.810121688888255,4,184339.85922524877,1,11.0,0,4,1,4,0,11.715234678323137,-0.8048054078647221,51.10440254489929,39,1
170,55.660637051994215,4,173874.72182970127,15,10.0,0,12,1,4,0,13.089705539333007,-1.482427758159996,40.03190684322801,39,1
171,37.03362733838105,4,193263.48347216746,11,9.0,2,4,0,4,1,-29.011789074975322,0.17041849706944498,49.81885084635824,39,0
172,47.04287776138735,4,154279.05701351355,5,13.0,0,6,4,4,1,3321.9227836386726,0.09573626777415314,44.54089069915767,39,1
173,36.00237568504908,4,241748.92257458207,9,13.0,2,4,0,4,1,-13.729748846557534,-0.7685443524404315,44.254784585264886,39,0
174,49.57727690663986,4,134107.44953016887,1,7.0,2,3,0,4,1,5.431812827007476,-0.3821617872476385,48.90997196889497,39,1
175,35.343085204125515,4,206004.51147479523,9,13.0,0,12,4,4,1,3.3087105435028925,0.5216722107795086,44.7361775185466,5,1
176,42.51358287904692,4,179178.1497888583,11,9.0,0,3,1,4,1,-17.63669668535457,-0.847728912199985,49.81534217675828,39,1
177,35.8670648645863,4,154828.17982775465,11,9.0,0,8,4,4,0,-3.4182754932798187,-0.3876910354583727,59.47596987232433,39,1
178,21.307087632894188,4,121472.90979594996,9,13.0,4,12,3,4,0,-8.547524896432867,1638.7354141662593,22.95567477094053,39,1
179,33.53619396685375,4,207177.04129065922,11,9.0,4,8,1,4,1,16.942484937680618,0.20722892315815578,40.03040889359411,39,1
180,33.19343267995244,4,305731.29545346677,11,9.0,4,8,1,4,0,-5.255964026391768,-0.00969453296969041,39.96756151423217,39,1
181,44.07011404617482,5,185735.1205853408,9,13.0,0,13,4,4,0,8.356833810573885,0.2538505303390136,45.55164427084734,39,1
182,61.571275853394965,4,307514.7847320736,11,9.0,4,7,1,4,0,7.135918711716306,0.4899888407754454,40.0133252547303,39,1
183,36.40624831308421,6,249831.49670549104,11,9.0,2,12,0,4,1,6.731481394282385,0.20170670921579778,48.88537145327423,39,1
184,30.384347165290485,4,211642.4680438795,9,13.0,0,4,4,4,0,13.58355993451432,-0.6293656853315537,44.79748437567558,39,1
185,39.492874316012525,2,205459.0209821236,15,10.0,4,0,3,4,1,22.13679530198203,-1.483890202490589,12.988347018192105,39,1
186,34.29322447457161,4,181499.69447960734,9,13.0,2,4,0,4,1,23.902248903050122,-0.3188190833630325,50.96076252685078,39,0
187,41.01530893051659,4,179109.63223904348,7,12.0,4,1,1,4,1,5.044909112477281,-1.0961148521593012,40.00287145583554,39,1
188,73.5879019453281,4,301474.82734880433,4,3.0,5,7,2,4,1,0.9579879989807537,-0.43135453343528796,40.01690564761977,26,1
189,38.03395947224823,5,375390.82276622375,15,10.0,2,4,5,4,0,16.163985753935634,-0.1475600799873532,47.614773146970336,39,1
190,76.4386161498588,4,88821.67984794876,15,10.0,6,12,4,4,0,-17.089349708551083,1.150438178222322,22.662718626198036,39,1
191,22.79651031165275,7,107482.70250385777,11,9.0,4,12,3,4,1,25.400113336665996,-0.0804531311992422,51.49432145641974,39,1
192,40.19397439715901,4,112447.72154111422,9,13.0,2,4,5,4,1,-22.90054411665591,2190.3123410405374,51.23415282600953,39,0
193,41.91669172054689,5,202037.69519231407,11,9.0,2,11,0,4,1,-7.417709095370718,-0.10590853939954784,50.45154454927252,39,1
194,25.52886242409161,1,215501.74191761445,12,14.0,4,10,1,4,1,-0.01242060910921692,-0.7006322219932057,60.344011626892055,3,0
195,54.40820049032084,5,169098.19517854988,11,9.0,2,12,0,4,1,0.30279084318802546,-0.5405532341611059,50.68056345197685,39,1
196,25.023176466079757,4,94870.62888942205,15,10.0,4,13,1,4,0,4.22203799301864,0.10524873453027453,39.99530050919632,39,1
197,37.50372981590581,4,206464.00831768935,11,9.0,0,4,4,4,0,2.8956584132780234,-1.0175914566694753,40.03526624503168,39,1
198,21.412148712517318,4,100076.03057536646,9,13.0,4,4,3,4,1,18.226252785466453,-0.24588018499345443,49.52191452412401,39,0
199,63.758584728893844,6,44254.209203380786,11,9.0,6,5,1,4,0,2.5635072212763683,0.6315376291448248,21.272998248980187,39,1
200,47.03101888836048,4,104507.49459779437,15,10.0,4,1,4,4,0,9.388485095739131,-0.40974531794112956,40.014823598451315,39,1
201,21.624429704186586,4,169076.388166115,15,10.0,4,13,1,4,0,12.305644578551242,-0.2894091490278217,40.05517782984016,39,1
202,42.8941861106345,4,198183.85433918465,9,13.0,2,4,0,4,1,0.5302018877024455,0.4237014269713949,50.260164104795955,39,0
203,19.16100802727985,4,221680.17150979192,11,9.0,4,8,2,3,1,12.276228274021525,0.31660443463382737,9.179781585743061,33,1
204,36.607303950098164,4,406507.86420852254,12,10.0,2,12,0,4,1,14.535388790872203,1.0357719713660927,39.96001172285064,26,0
205,51.60107696629505,6,247926.67954332317,12,14.0,2,3,0,4,1,6.762440396982929,2141.4504155132017,39.984241953013715,39,1
206,52.063408256507984,6,130515.17945630147,11,9.0,2,4,0,4,1,1.198726499464691,-1.3942113117206327,51.0122075090658,39,1
207,18.611061732678834,1,119935.18544631479,11,9.0,4,8,3,4,1,1.0907729721647845,-0.38493103916114785,11.990180849267901,39,1
208,38.589561359339136,1,200033.70674484322,11,9.0,2,5,0,4,1,2.5674716584945934,0.6028957400883133,40.03880142437891,39,1
